sub_id,A1,A2,A3,A4,A5,A6,A7,A8,story,p_type,q1,q2,q3,q4,q5,q6,q7,q8
sub-01,There are a lot of halloween treats and decorations.,Crackers,,, ms bianchi sells cheese for an italian company and ms morrison is a buyer for a chain of grocery stores.,,,,33,np,1,1,0,0,2,0,0,0
sub-02,"Industrial, warehouse feel","Crackers for sure and something else, maybe a bubbly or something. can't remember if one of them bought cheese or not.",Very busy day actually. but forget the quantity or which lane.,About 23$ and one of the ladies paid by a check which impressed the other.,Don't remember but pretty fancy ,"A lot, but don't remember",Don't remember,"Handshake, maybe ...",33,loc,0,2,0,3,0,0,0,0
sub-03,"Large, fancy store","Crackers, wine, and ketchup",One lane only,14 dollars cash,Representative for the cheese business and manager for a series of stores,200000,Orange stores,Handshake,33,np,0,2,0,0,2,0,3,0
sub-04,Idk,Idk,Idk,Idk,Idk,Idk,Idk,Idk,33,loc,0,0,0,0,0,0,0,0
sub-05,"Decorated with halloween decorations, candy, and pumpkins",Olives,,"The groceries are not very expensive, but morrison pays with a check",Ms. bianchi is a salesperson for an italian cheese importer and ms. morrison heads distribution for a grocery chain,,Something with an m,Popping a mini bottle of champagne,33,np,2,0,0,2,2,0,0,3
sub-06,Large and high rise ceiling,Cheese and wine,10 lanes are open,They pay by check,"Ceo, maybe",Dont know,,Bianchi pays by check,33,loc,0,0,2,2,0,0,0,0
sub-07,,Cheese,,,,,,High five,33,soc,0,0,0,0,0,0,0,0
sub-10,Full of people,"Parmegan cheese, crackers",3 are open they go to 8,It is 14 dollars and ms. morrison pays by credit card,Ms. morrison is a business owner/seller of cheese and ms. bianchi is a client,Not sure,Not sure,Eating together,33,np,0,1,0,0,2,0,0,0
sub-14,,Cheese and crackers,All are open,,"Cheese distributor, restaurant chain owner",,,Buying cheese and crackers,33,soc,0,1,0,0,1,0,0,0
sub-16,I don't remember,Cheese,I don't remember,I don't remember,"I don't remember, but one of them in in charge of a grocery chain along the east or west coast",I don't remember,I don't remember,They decided to test out a line of product,33,soc,0,0,0,0,1,0,0,0
sub-17,Halloween display at the front of the store,"Box of crackers, ketchup, and seltzer",,"$23, check","Ms bianchi is a cheese vendor, ms morrison is buyer for, or runs, a retail grocery chain",A few thousand dollars,,Popping champagne ,33,loc,1,3,0,3,2,0,0,3
sub-18,Decorated for halloween,"Crackers, seltzer, and ketchup",10 and they choose lane 6,23  dollars and ms morrison pays by check,Ms. bianchi is a cheese seller and ms. morrison is the head of the grocery store,,,They share cheese and crackers,33,loc,1,3,3,3,2,0,0,0
sub-19,,,,,"One of them sells cheese, another manages a grocery store",,,,33,soc,0,0,0,0,2,0,0,0
sub-21, ,"Cheese, sparkling water",,,,20k,Orange groceries,,33,soc,0,1,0,0,0,0,3,0
sub-25,,Cheese,,,,,,Hug,33,np,0,0,0,0,0,0,0,0
sub-26,,"Crackers, ketchup, pack of seltzers",,"27 dollars, paid by check",Morrison might be ceo,20000 dollars,Orange groceries or something like that,A handshake,33,np,0,3,0,2,0,0,3,0
sub-27,,Someone buys crackers ketchup and champagne or wine,,,"Bianchi represents some italian quality cheese company and morrison is the cpo or chief procurement officer of a grocery chain, responsible for choosing what products they buy and sell",,,Pop some champagne that was pulled from a purse,33,np,0,2,0,0,2,0,0,3
sub-28,,Crackers,5,,Representative; sales buyer,1500,Orange ,Drinking champagne ,33,soc,0,1,0,0,2,3,2,3
sub-29,,"Crackers, ketchup and sparkling water",One lane,Ms. morrison pays for 21 dolllars of groceries with a check,,1500,,Popping a bottle of champange,33,soc,0,3,0,2,0,3,0,3
sub-30,Mildly busy,Crackers,A few are open,"23 dollars, ms morrison uses a check to pay",Ms. bianchi is an account representative and ms. morrison is a sales manager,"Originally 1500 dollars, which expands to 20 thousand dollars to take advantage of tax subsidies.",,Sharing a small champagne bottle from ms. morrison's purse,33,soc,0,1,0,3,3,3,0,3
sub-32,,,,,,,,,33,np,0,0,0,0,0,0,0,0
sub-33,,Crackers,"8 are open, step into 7",,Head of product,,Orange grocers,Cheese eating,33,np,0,1,0,0,0,0,3,0
sub-34,,"Crackers,sparkling water, and a third beverage",,"23 dollars, credit card",Ms bianchi works for an italian cheese company while ms morrison works for corporate for a grocery chain store in america,,Orange grocer,A pop of champagne,33,loc,0,2,0,2,2,0,3,3
sub-35,,Cheese,,,,,,,33,loc,0,0,0,0,0,0,0,0
sub-36,Its a big grocery store,They pick out crackers and cheese,"10, 3","24$, cheque",Ms bianchi is owner of her cheese factory and ms morrison is  a supervisor of grocery store,,,They agree verbally,33,soc,0,1,2,2,2,0,0,0
sub-37,"It is decorated for halloween, with different little sections of the entryway decorated with halloween-y goods","Ms bianchi buys crackers for the taste test, while ms morrison buys ketchup and sparkling water","There are 10 lanes open, and the clients step into lane 6","I don't remember the price, but ms morrison says the crackers are on her, and pays for everything by check",Ms morrison is a grocery customer experience manager and ms bianchi is a sales representative,,,,33,loc,2,3,3,2,3,0,0,0
sub-38,Halloween decorations,,,,"Ms bianchi is a sales rep for an italian cheese company, and ms morrison is a manager at a grocery store",,,,33,loc,1,0,0,0,3,0,0,0
sub-01,,Pasta,,,5 months,They have been fighting constantly.,He thinks it would be for the best since they are both unhappy together and might be happier with other people.,Liam wants his cat luna back,13,soc,0,1,0,0,3,2,3,3
sub-03,Not too packed,Pasta ingredients,One lane only,"50 dollars, by card",5 months,"They fight too much, and their personalities don't align","Yes, they agree that they should see other people",They both want the cat,13,soc,0,1,2,2,3,1,1,2
sub-05,Not too crowded,"Emmanuella buys bowtie pasta, vodka sauce, and olives","Only one checkout lane is open, number 2, and they step into it",Pay with card,Only recently,There is too much fighting between the two,He doesn't necessarily want to break up but thinks it is probably the best thing for each of them to do. they have been fighting too much.,"Liam wants luna, the cat, but emmanuella seems a little hesitant to give her up willingly",13,soc,0,3,3,2,0,1,0,3
sub-07,,Stuff for a party,,,5 months,Everything is difficult,Yes he agrees they should break up,The cat,13,soc,0,0,0,0,3,0,1,2
sub-08,It smelled like lavendar,"Bow-tie pasta, vodka sauce, and olives","Only one lane is open so they step into that one, lane 8",The groceries cost $30 and emmanuella paid using her credit card,About 5 months,Because they fight all the time,Liam agrees that they should break up because they could each be happier with other people,"Emmanuella and liam each want custody of their shared cat, but liam thinks the cat is his",13,loc,1,3,0,3,3,2,3,3
sub-09,I forget ,"Italian stuff... bowtie pasta, vodka sauce, olives","One is open, lane 2",30 bucks on credit card... emma pays,Maybe 6 weeks,They always argue about little things maybe... liam doesn't help emma cook but liam thinks that emma thinks that he just gets in the way when he tries to help,"Yes, liam agrees that its best because he thinks theyll be happier with other people","They argue over the cat. liam is adiqment about wanting the cat, but i think emma wants it too",13,loc,0,3,3,3,0,2,3,3
sub-10,Pretty crowded,"Emmanuella picks out a few boxes of bow tied pasta, vodka sauce and cheese",Only 1 is open and they step into number 5,The groceries are 50 dollars and they pay by credit card,Emmanuella has been thinking about breaking up with liam for 5 months,She feels like they aren't right for each other,"Liam doesn't say anything at first but after a long sigh, he agrees with emmanuella that they should break up",Liam wants his cat luna back,13,np,0,2,2,2,0,0,1,3
sub-12,"Dimly lit, smells like lavender, organic produce display in the front","Bowtie pasta, vodka sauce, olives","1, that 1",13 or 30 dollars; credit card,"Months, i think 6",They always get into arguments and emmanuella is tired of fighting over trivial things,"Yes liam agrees they should break up, because they'd both be happier with other people",Liam wants his cat,13,loc,3,3,2,3,1,3,3,3
sub-13,I don't recall,"Bow tie noodles, pasta sauce, and olives","There is just one open, so they step into that one",They are $30. i believe the payment method is emmanuella's credit card,I think for 2 weeks,I don't recall,"Yes he agrees, i think because they would both be happier that way",I don't recall,13,loc,0,3,2,3,0,0,2,0
sub-14,,"Bowtie pasta, vodka pasta sauce",One,"$40, credit card",2 months,Not helpong with making meals,"Yes, he thinks they could be happier with other people",Emmanuella wants the cat,13,soc,0,2,2,2,0,0,3,2
sub-16,I don't remember,Pasta,I don't remember,I don't remember,4 months,Contant fight,Liam agreed because both would be happier with someone else.,Liam wants his cat back,13,np,0,1,0,0,1,2,3,3
sub-18,Large,"Pasta, olives, and vodka sauce",1 lane is open and i think they chose lane,"30 dollars, credit card",,They argue too much,Yes liam also wants to break up and stop arguing ,They both want their cat,13,loc,0,3,2,3,0,1,1,3
sub-19,,"Bowtie pasta, olives, vodka sauce",,$14 cash,5 months,"Too many little arguments, they can't do anything together","Yes, liam thinks they'd be happier with other people","They both want to keep the cat, although it is originally liam's cat.",13,soc,0,3,0,0,3,1,3,3
sub-20,,"Bowtie pasta, vodka sauce, olives","1 check out lane is open, it's lane 2",Liam pays $22 on his credit card,,They're always fighting,,Liam wants his cat back,13,loc,0,3,3,0,0,2,0,3
sub-21, ,"Pasta, olives, vodka sauce",,,,They have different personalies,Yah he agrees,The cat,13,np,0,3,0,0,0,0,1,2
sub-22,Big,Pasta,,,4 months,They argue and bicker too much,"I think he's okay with it, he agrees they argue too much",Cat,13,loc,0,1,0,0,1,1,1,2
sub-25,,Pasta,Not a lot i think checkout lane 8,40 dollars cash,5 months,Fighting too much and thinking they would be happier with someone else,"Yes, mutual agreement to break up because they are tired of fighting",They need to discuss what to do with their cat,13,soc,0,1,0,0,3,1,1,2
sub-26,,Pasta,,Credit card,5 or 6 months,They've been fighting too often,"He does want to, he thinks they'd be better off seeing other people",They both want the cat,13,soc,0,1,0,2,3,2,3,3
sub-27,,Buying things like pasta sauce for dinner party that night,I think it mentions most lanes were open,,"Theyve both been fighting a lot in recent times, and both are fed up. emmanuella initiates it while liam ruminates on it until the check out line where he agrees and says it would be better to see other people",They are constantly fighting over the smallest things,Its mutual. both believe they would be happier without these current arguements in their relationship ,"He wants the cat, and proposes whoever spills the beans bout the breakup at their dinner party gets custody. he wants it back, but she knows thats another issue theyll have down the line",13,soc,0,1,0,0,0,2,2,3
sub-28,,"Sauce, pickles",,14,,,Yes,Liam wants to keep the cat,13,np,0,1,0,0,0,0,1,3
sub-29,,Items for their dinner party like pasta,,Emmanuella pays for the 30 dollar groceries with card,5 months,They fight too much ,Liam does want to break up too because he is also tired of the fighting,Emmanuella wants the cat but liam claims its his,13,np,0,1,0,3,3,1,1,2
sub-30,"Somewhat busy, decorated for halloween","Pasta, tomato sauce, and other dinner items","Several are open, they step into lane 6","The groceries are around 50 dollars, which they pay for with a credit card",Emmanuella has been thinking of breaking up for about 5 months,Emmanuella states that she is tired of their constant fighting,"Liam, after a period of automatic nodding, agrees and states that he is also tired of the fighting and that he believes they will be happier with other people.",Emmuanuella and liam both want the cat.,13,np,0,2,0,2,3,3,3,3
sub-32,,,,,,,,,13,np,0,0,0,0,0,0,0,0
sub-33,,,,,,,Yes,"Emmanuella wants to keep the cat, liam wants it back",13,np,0,0,0,0,0,0,1,3
sub-34,,"Pasta, olives, vodka sauce",1 checkout lane is open,,5 months,,Liam agrees to break up and says he has also felt tension,"No one, liam wants the cat though but he claimed it was already his",13,loc,0,3,2,0,3,0,1,2
sub-35,"Smells of lavendar, open","$30 worth of items, pasta",They step into lane two but i don't remember which are open,$30 paid on emmanuella's credit card,Three months,"They fight so often, prompted by his never assisting her in cooking",Liam agrees that it is best to break up because the couple fights so often,"Two sets of something, polaroid comes to mind",13,loc,1,1,2,3,0,2,1,0
sub-36,It is empty ,Pasta,"3,1","35$, credit card",For some months,They argue about each and every thing,Yes he thinks that seeing other people will make them more happy,They both argue for the cat,13,np,0,1,0,2,0,1,3,3
sub-01,"David has several hours, but anna is much more rushed. she has 30 minutes or so.",,,,A magazine or some other airport reading material,A joke about being a gymnast after anna's fall,It will be the next tuesday after they both get back into town. they will go on a date.,,42,loc,2,0,0,0,0,2,2,0
sub-02,Not a lot,Don't remember,Anna's gate,"Anna gets on the flight, not david",Can't recall,Can't recall either,"For a date, and it will be when one of them returns.",Anna has to go ,42,np,0,0,0,0,0,0,0,0
sub-03,5 minutes,Someone forgot to take something off,They turn right,"Only anna gets in the plane, i think she sits in the front",A luggage cart,Are you okquestion,I forget what time they'll meet but definitely as a date,10colon55 am,42,np,0,0,0,0,0,0,0,3
sub-04,David 3 hours; her 35 minutes,Magnetic scanner malfunction,J37,7d window,Laptop,Something about how david scored ,"Next tuesday, when they each will be back from their trips ",10 55 am,42,loc,3,3,3,2,3,0,2,3
sub-05,David has about 2 hours and anna has 35 minutes,There is a conveyor belt issue,"J37, which is anna's gate",Anna sits in business,Laptop,Can't remember,The next time they're both in town for dinner,"1055am, 5 minutes before anna's flight is set to depart",42,loc,3,0,3,2,3,0,2,3
sub-06,2 hour,,A11,A11,"Anna's shoes were untied, she almost got hit by a terminal car ",Are you a gymnist,They will have dinner together ,11am,42,np,0,0,0,0,0,3,2,0
sub-07,Not much,A luggage cart rolls towards them,,,A luggage cart,Are you a gymnast,,1155,42,loc,0,0,0,0,0,3,0,2
sub-08,David has 3 hours before his flight and anna has 30 minutes,"The metal detector was not working properly, but it was fixed quickly",28j,"They each sit in economy, anna sits in seat 18d",I don't know,David asks anna if she was a gymnast because of the tumble she took,They will meet when they each return from their trips to go on a date,"11colon55, when anna boards her flight",42,loc,3,3,2,0,0,3,0,2
sub-09,Anna has 30 minutes david has 3 hours,I dont remember a holdup at security,I don't remember,Anna gets on but i don't think david does... i don't remember the seat,David is holding his laptop with an ebook on it,David asks if anna used to be a gymnist ,Tuesday for dinner,Ten fifty five,42,soc,3,0,0,0,3,3,3,3
sub-10,Anna has only 35 minutes but david has 3 hours,There was a problem with the metal detector,Anna's gate,"Anna sits near the window at the business class section, david is not mentioned",Anna is holding suitcases david is holding a book,David asks anna if she has ever done gymnastics,The next tuesday for dinner,3,42,soc,3,3,0,2,0,3,3,0
sub-12,David 3 hours; anna 30 minutes,Technical issue i think,,,,"Are you a gymnast, david asks anna",They'll get drinks when they both return from their trips on tuesday,3,42,soc,3,1,0,0,0,3,2,0
sub-13,"I don't recall--i think at one point in the story though her flight was going to board in 15  minutes, and then his was going to board in 5 minutes",Someone had lots of metallic things on his person,C34,I don't recall. they were on different planes though,I don't recall,He asks her if she was a gymnast because she did a good tumble,I don't recall,I don't recall,42,np,0,0,0,0,0,3,0,0
sub-14,1 hour,,,,The cart almost running into anna,Something about gymnastics,Whenever she comes back in town for dinner,,42,loc,0,0,0,0,0,2,2,0
sub-17,"Anna has like 35  minutes, david has longer",,J37,,Coffee,Were you ever a gymnast,Tuesday for dinner,,42,soc,2,0,3,0,0,3,3,0
sub-18,Anna has very little time ,Someone ahead of them has a lot of metal objects ,I think it was gate f 16,,David is holding a laptop,David asks if she was ever a gymnast,They will meet the following tuesday when anna returns from her trip,1055,42,soc,1,0,0,0,3,3,2,3
sub-19, ,,,,,,The following tuesday when they're both back in town,,42,np,0,0,0,0,0,0,2,0
sub-21,5 minutes,,,2, ,Whether anna is a gymnast,,10,42,soc,0,0,0,0,0,3,0,1
sub-22,"She has 35 minutes, he has 3 hours",Someone has a lot of metalic objects in front of them,,,Her luggage,Were you/are you a gynmist,When they get back from their trips for dinner,,42,np,2,0,0,0,0,3,2,0
sub-23,,The metal detector went off ,Gate 2,Anna sits in 7b by the window in business class,,,Tuesday for dinner after they get back from their trips,,42,loc,0,1,0,3,0,0,3,0
sub-24,,,,, ,,,,42,np,0,0,0,0,0,0,0,0
sub-26,  ,,,Business class,Nothing i thought,Are you a gymnast,Next tuesday for dinner,1055,42,soc,0,0,0,2,0,3,3,3
sub-28,David has 3 hours and anna has 35 minutes,A problem with the medal detector,J37,Business; 7d,A book,Are you okay,,5 minutes before anna's flight,42,loc,3,3,3,3,0,0,0,0
sub-29,,,Anna's gate,,,Are you a gymnast,Next tuesday,Eleven fifty five,42,np,0,0,0,0,0,3,2,2
sub-30,Relatively little ,A strange malfunction of the metal detector,,Anna has a window seat,David is holding a newspaper,David asks if anna had ever been a gymnast because 'that was quite the tumble',,11colon55,42,loc,0,3,0,0,0,3,0,2
sub-31,5 min,,,,Anna's phone,,,,42,np,0,0,0,0,0,0,0,0
sub-34,,,,Anna is in economy,,David uses a pickup line along the lines of how was my save,Tuesday 8 pm dinner,10 50,42,soc,0,0,0,0,0,0,3,2
sub-38,"David has an hour and a half, while anna has 35 minutes",,,,David is reading books on his laptop,"Are you a gymnast, because that was a good tumble","Next time they're both in town, david is planning on taking anna out for dinner",,42,soc,2,0,0,0,3,3,2,0
sub-02,"Just enough, i think, they were not in a severe rush",I don't remember ... although i think calvin makes a remark about it that jessie doesn't like,Don't remember,They sit in economy but in different sections and so not together,For some time ... it sounded like she hasn't been happy for a while,That their personalities didn't get along,"At first no, because he says he likes her but if jessie really wants to then yes.",I think it was philosophy books.,12,soc,0,0,0,2,0,3,0,2
sub-03,Very little time,Calvin's shoes,,They sit on different rows. one gets a window seat and another gets an aisle,5 months,I think he doesn't think much about her,"No, he has been trying his best the entire vacation to try to make her happy",Jessie wants her textbooks back,12,soc,0,0,0,1,0,0,0,2
sub-06,About an hour,,,,Jessie has been thinking about breaking up with calvin since before the vacation they went on,She thinks that her personality and his are incompatable,"Calvin is ok with them breaking up but wishes that jessie told him sooner that he she didn't think they were compatable, specifically before the vacation, and that she doesn't appreciate all the effort he made for her",Jessie wants her philosophy books back from calvin,12,soc,1,0,0,0,0,3,2,3
sub-08,I don't know,The security guards were changing shifts,I don't know,They both sit in economy but calvin sits three rows behind jessie,Jessie has been thinking of breaking up with calvin since shortly before their vacation,Jessie states that their personalities are incompatible,Calvin is angry but says they should break up if he bores her so badly,Jessie wants her philosophy books back,12,loc,0,3,0,2,0,3,3,2
sub-09,I dont know,I don't remember a holdup but calvin remarks that he could have smuggled anything in with his shoes,I do not remember,"Ahh this is the one where they sits three seats apart, in like 31 and 34 a and f, respectively","6 weeks, since before the trip to jamaica",Their personalities clash i think,"Initially i don't know, but after calvin sort of walks off without responding he agrees that when they get back home they should split up",Jessie wants her philosophy books back and calvin makes some of noise or gesture to signal his annoyance at that,12,np,0,0,0,3,3,3,2,3
sub-10,15 minutes,Cannot remember,12,Economy,Jessie has been thinking about breaking up with calvin for weeks,Jessie thinks their personalities are incompatible,Calvin gets annoyed but agrees to break up because he can't take her anymore,Can't remember,12,np,0,0,0,1,0,3,2,0
sub-12,,,,,,She doesnt think their personalities are compatible,"He is frustrated bc he's been trying to appease her, but agrees it wont work out",She wants her philosophy books,12,np,0,0,0,0,0,3,2,2
sub-13,I don't recall,I don't recall,I don't recall,Jessie sits at 33a and calvin sits at 36f,I don't recall,They have different personalities,He agrees to it--i don't recall why,I don't recall,12,np,0,0,0,2,0,3,2,0
sub-16,45 minutes,I don't remember,I don't remember,"Economy class, separate seats.",4 months,Incompatible personalities,He agreed to break up.,Calvin wants the cat back.,12,loc,3,0,0,2,0,3,2,0
sub-17,,Bins needed to be replaced,J37,"Calvin in 36f, jessie in 33a",6 weeks,Their personalities are incompatible ,Unclear; he seems to be okay but has a problem with how she's going about it,"Jessie wants her philosophy books back, which she lent to calvin",12,soc,0,0,0,2,3,3,0,3
sub-18, ,,,33a and 35c,Jessie has been considering it since sometime after planning the trip,,Calvin is upset and didnt want to break up ,,12,np,0,0,0,1,0,0,0,0
sub-19, ,,,Calvin is in row 36 and jessie is in row 33,6 weeks,,Yes,Jessie wants her philosophy books back,12,soc,0,0,0,2,3,0,2,3
sub-20,45 minutes,The security guards are changing shifts,30,"Jessie sits in 33a, calving sits in 36c",Jessie has been thinking about breaking up with calvin for 6 weeks,,"No, calvin doesn't want to break up",Jessie wants her books of philosophy back from calvin,12,loc,3,3,0,2,3,0,0,3
sub-21,,Someone had too many metal objects on their person,,"33, 36",,They have different personalities,"Yes, i think so, not sure why",Philosophy books,12,np,0,0,0,2,0,3,2,2
sub-22,,,,Economy different seats 36 and 24,4 months,They're personalities don't mesh,Not at first,She wants her beatles posters back and he can't believe she asked,12,np,0,0,0,3,0,3,0,0
sub-24,,,,,,,No,,12,soc,0,0,0,0,0,0,0,0
sub-26,,Jessie tells calvin she wants to break up at security,,Different seats in the 30s,5 weeks,Different personalities,"Yes, he doesnt want to feel like he needs to appease her anymore",Jessie wants her books back,12,soc,0,0,0,2,1,3,2,2
sub-28,45 minutes,Changein shifts for the security guards,A28,Economy; a33 and f36,,,Yes,,12,loc,3,3,3,3,0,0,2,0
sub-29,45 minutes,,,Jessie is in 34a and calvin is 36f and both are in economy,Jessie has been thinking about it for 5 months,Jessie says that their personalities don't match,Calvin agrees with the break up even though he is mad because hes been trying to please her the whole trip and its gone unappreciated,,12,np,3,0,0,3,0,3,2,0
sub-30,,A shift change for the security guards,A8,"Jessie sits in 33a, while calvin sits in 36b, both in economy class",Jessie has been thinking about breaking up for 6 months,Jessie states that the vacation has been terrible and that they have incompatible personalities.,"Calvin does not want to break up initially, but feels very hurt because he feels that his efforts to appease jessie have gone unnoticed. he then agrees with her after a long period of silence, stating that he does not want to bore her and that they might be happier with other people.",Jessie wants her philosophy books back,12,loc,0,3,2,3,0,3,3,3
sub-31,,,,,6 weeks,Personalities dont match,"He does want to break up because he says she should have told him how he felt much sooner, especiallly before a vacation to jamaica","Cannot remember who wanted who, but one of them want their philosophy books back",12,soc,0,0,0,0,3,3,2,2
sub-32,Not very much time 45min,Shift change, ,,6 weeks,"They are not a good match anymore, too different",Yes they do want to break up,,12,loc,3,3,0,0,3,3,2,0
sub-33,45 min,Changing guards,A20,Economy,6 weeks,Personality clash,Yes,,12,loc,3,3,2,1,3,3,2,0
sub-34,45 minutes,Bad infrastructure,31a,33a is where jessie sits 36f is where calvin sits,6 weeks,Jessie thinks their personalities do not mesh well,No they dont want to break up but he says he agrees and he agrees because he has felt tension during their trip,Jessie wants her philosophy books back,12,np,3,0,2,2,3,3,0,3
sub-35,45 minutes,,,"33a, 36f",Throughout the trip and even before the trip,They are fed up with the others actions and silly antics,"They seem to get defensive when broken up with stating that it should have happened before the trip, he seems a bit upset",Jessie ased for items back ,12,loc,3,0,0,2,0,0,0,1
sub-36,2 hours,,,33a and 31c,About 6 weeks,They seem to argue about each and every thing,Yes - he feels that he has also tried his best to make the relationship work,Jessie wants her philosophy books back,12,loc,0,0,0,1,3,0,2,3
sub-38,Not a lot of time; they're late,,,Jessie sits in section 33 and calvin sits in section 36,5 weeks,Their personalities are incompatible,"Calvin does not want to break up, as he is hurt by jessie's words, but he's fine with parting ways if jessie finds their personalities incompatible",Jessie wants her philosophy books back,12,soc,0,0,0,2,1,3,0,3
sub-01,,Someone has to move a bunch of luggage carriers past the line,,Business class,They are both in the wine industry. william is in charge of purchasing and jeff works for a producer.,,,,32,loc,0,1,0,2,1,0,0,0
sub-02,I forget -- but i think the time was ample ... as in they were not in a rush to get to their flights,I couldn't hear this part too well but maybe it was the crate of wine ...,I can't seem to recall,"Business class, maybequestion",They both hold high positions. i can't recall the exact title but one is a buyer and other is a merchant / seller of some sort. ,"I forget, ten thousand question",Forget  / couldn't hear too well,A handshake,32,np,0,0,0,2,1,0,0,3
sub-03,Quite a bit of time,,,Not close to each other,Wine supplier and some other business person,300000,Some pun,A handshake,32,np,0,0,0,0,1,0,0,3
sub-04,Idk,Idk,Idk,Idk,Idk,Idk,Idk,Idk,32,loc,0,0,0,0,0,0,0,0
sub-05,Not sure,Conveyor belt issue,"Towards jeff's gate, which is b4",Business class and jeff sits in seat 4a,Jeff is a wine seller while william is a corporate wine buyer,800 dollars,Don't remember,Handshake,32,loc,0,0,0,3,1,3,0,3
sub-06,2 hours,,A11,A11,They are ceos  ,,,Handshake,32,np,3,0,0,2,0,0,0,3
sub-09,"I dont remember, but they werent rushing or anything",I dont remember there being a holdup,Dont remember,"One in f one in a, 3 aisles apart maybe... could be mixing that up with another though",Jeff is a wine seller and william is wine buyer/distributor,"800 bucks, but it was half off",Yankee vineyards,"I dont remember a gesture, perhaps just a handshake",32,soc,0,0,0,0,1,3,3,3
sub-10,2 hours,Not mentioned,7,Jeff is at first class and william is in first class as well,Can't remember,Don't remember,Don't remember,Cheers with wine,32,np,3,0,0,0,0,0,0,0
sub-12,,,,,"Jeff salesperson, william buyer for events",800,Yankee wines,Handshake,32,soc,0,0,0,0,3,3,2,3
sub-13,I don't recall,I don't recall,I don't recall. maybe c34,William may have sat in 4a for business class. not sure about jeff,Jeff manages corporate wine purchases. not sure about william but he may work as a seller for a vineyard,800,Yankee wines,With a handshake,32,soc,0,0,0,3,2,3,2,3
sub-17,2 hours,The bins had to be replaced,J37,Both business class,"Jeff works in wine sales, william works corporate events/catering",800, ,Handshake,32,np,3,3,0,2,2,3,0,3
sub-18,2 hours,,,,Jeff is a wine seller/distributer and william is a corporate wine buyer ,800 dollars,,Handshake ,32,np,3,0,0,0,2,3,0,3
sub-19,,,,,Jeff sells wine in the northeast; william buys wine to distribute in the northwest,William offers to buy a large sample at half the price. they later agree on $400 of wine that is actually $600,,,32,soc,0,0,0,0,2,0,0,0
sub-21,Backslash,,,Buisness class,Sales manager- william,800k,,Handshake,32,soc,0,0,0,2,1,2,0,3
sub-22,,Replace the bins,20a,Business class 4a,Wine maker and wine distributor,800,,Handshake,32,soc,0,3,0,3,1,3,0,3
sub-24,They have 2hours,,,"Business class, and 31a and b",,,,Shake hands,32,soc,3,0,0,3,0,0,0,3
sub-25,1 hour and 15 minutes,,2,Business 1 or 2 a or b,Something related to wine,,,Handshake,32,loc,0,0,0,3,0,0,0,3
sub-26,,,,,,,,,32,np,0,0,0,0,0,0,0,0
sub-27,,,,Pretty sure both sit in business class jeff is in seat 4a or smthn similar,Jeff works for an east coast winery or company that sells east coast wines while william works as a corporate wine seller who would buy the wines from people like jeff,"800 for a large 6ish crate sample of wines. william argues that despite this initial steep sample discount, the potential of landing a client would make it worth it",,,32,loc,0,0,0,3,1,3,0,0
sub-29,2 hours,,Jeff's gate,,Jeff is a sales associate for a winery and william is a wine buyer for a company,The initial offer is buying jeff's sampling wines at 50 percent off for 800 dollars,,They secure the deal with a handshake.,32,soc,3,0,0,0,3,3,0,3
sub-31,,,,,,,,,32,soc,0,0,0,0,0,0,0,0
sub-32, ,There was a hold up because security had to bring new bins ,They are walking towards gate b8,Business class section, ,In the initial offering is $800,,,32,loc,0,3,3,2,0,3,0,0
sub-33,2 hours,Changing of bins,,Economy, ,300,,,32,loc,3,3,0,0,0,0,0,0
sub-34,1 hour 15 minutes,There was no hold up at security ,,,,600,,,32,np,0,0,0,0,0,0,0,0
sub-35, ,,,,,,,,32,loc,0,0,0,0,0,0,0,0
sub-37,2 hours,,"8a or 8b, i cannot remember for sure","I don't know about jeff, but william sits in seat 4a in business",Jeff works for a corporate wine seller and william is a wine sourcer for a chain of retail locations,5 crates of wine at a price of 800 dollars,,A toast,32,loc,3,0,3,3,2,3,0,0
sub-38,I think around an hour because i remember one of the men saying that they should begin discussing business right away as they don't have a lot of time.,,,"Jeff sits in 7a, business class",Jeff is a wine salesman for an east coast winery. william is a wine buyer for corporate clients,William asks jeff to send him samples at a cheaper cost of $800,Yankee vinyards,"Handshake, perhaps",32,np,0,0,0,3,3,3,2,3
sub-02,Not a lot ,He had the ring in his pocket and the security guy asked him to empty his pockets,Don't remember,"Don't remember, economy maybe",11 months,Either four or five red ... maybe ... diamonds as she is avant garde,Can't remember,Her best friend,22,soc,0,0,0,0,3,0,0,3
sub-03,5 minutes,"Sven forgets the ring in his pocket, and security notices it",To the right,"First class, right next to each other",23 months,Diamond is red,A velvet box,Her best friend,22,soc,0,0,0,1,0,0,2,3
sub-06,2 hours,Sven decided to propose to isabel at that moment and everyone was watching because it was such a spectacle and isabel was too shy to say yes at that moment so she ran out,A11,A11,11 months,"2, red",It was in sven's pocket,Her best friend,22,soc,0,0,0,1,3,2,0,3
sub-07,,The proposal,,2a and 2b in first class,,,In a box from his pocket,Her best friend,22,loc,0,0,0,3,0,0,1,3
